date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,stocare,sold,year,month,day,hour,minute,weekday
6/24/2024 20:25,814,6560,2499,1112,684,332,5513,35,35,0,1047,2024,6,24,20,25,0
6/24/2024 10:55,760,5067,1417,596,688,380,4806,928,37,0,261,2024,6,24,10,55,0
6/24/2024 1:25,815,5106,1821,743,686,100,4194,-2,30,0,913,2024,6,24,1,25,0
6/23/2024 15:46,755,4858,1437,580,689,407,4729,832,30,0,128,2024,6,23,15,46,6
6/23/2024 6:08,787,4746,1628,757,686,126,4024,8,32,0,722,2024,6,23,6,8,6
6/22/2024 20:38,822,6965,2676,1100,687,609,5949,23,32,0,1016,2024,6,22,20,38,5
6/22/2024 11:09,661,5459,1537,777,689,92,4793,1003,35,0,666,2024,6,22,11,9,5
6/22/2024 1:38,829,5818,1939,1128,686,257,4870,-1,32,0,948,2024,6,22,1,38,5
6/21/2024 16:08,965,6588,1713,1001,671,178,5481,916,37,0,1107,2024,6,21,16,8,4
6/21/2024 6:38,863,5841,1641,1077,683,834,5174,45,31,0,667,2024,6,21,6,38,4
6/20/2024 21:08,1004,7672,2678,1133,676,1612,7138,0,33,0,534,2024,6,20,21,8,3
6/20/2024 11:29,906,6613,1780,989,670,280,5672,1015,30,0,940,2024,6,20,11,29,3
6/20/2024 1:59,935,5594,1834,1084,683,874,5441,-2,33,0,153,2024,6,20,1,59,3
6/19/2024 16:30,841,6579,1863,970,685,342,5619,886,31,0,961,2024,6,19,16,30,2
6/19/2024 6:00,769,5478,1780,1079,685,72,4427,10,32,0,1051,2024,6,19,6,0,2
6/18/2024 20:29,906,7562,2863,1138,669,149,5783,24,34,0,1779,2024,6,18,20,29,1
6/18/2024 10:55,859,6084,1688,1027,663,81,5304,951,35,0,780,2024,6,18,10,55,1
6/18/2024 1:25,892,5616,2085,1132,675,166,4982,-2,33,0,634,2024,6,18,1,25,1
6/17/2024 15:55,914,6217,1737,1002,655,157,5451,948,39,0,766,2024,6,17,15,55,0
6/17/2024 6:25,853,5309,1899,1106,689,140,4742,23,33,0,567,2024,6,17,6,25,0
6/16/2024 20:38,898,5980,2751,852,689,20,5265,18,36,0,715,2024,6,16,20,38,6
6/16/2024 10:59,713,4063,1419,221,690,128,4049,837,37,0,14,2024,6,16,10,59,6
6/16/2024 1:25,938,5020,2017,312,684,610,4599,-2,36,0,421,2024,6,16,1,25,6
6/15/2024 15:55,732,4871,1418,215,687,1217,5180,874,37,0,-309,2024,6,15,15,55,5
6/15/2024 6:27,736,4832,1457,261,687,2183,5386,23,39,0,-555,2024,6,15,6,27,5
6/14/2024 20:55,675,6670,2215,1188,687,1718,6551,14,55,0,119,2024,6,14,20,55,4
6/14/2024 11:16,745,6102,1780,1109,681,221,5127,535,56,0,975,2024,6,14,11,16,4
6/14/2024 1:30,746,5411,1463,1159,686,1043,5156,-1,59,0,255,2024,6,14,1,30,4
6/13/2024 15:59,860,6254,1697,1099,685,623,5842,823,55,0,411,2024,6,13,15,59,3
6/13/2024 6:30,905,5687,1787,1136,684,232,4825,28,53,0,861,2024,6,13,6,30,3
6/12/2024 21:00,961,7391,2531,1199,668,248,5664,1,57,0,1726,2024,6,12,21,0,2
6/12/2024 11:29,741,6134,1575,1073,652,375,5484,1019,48,0,650,2024,6,12,11,29,2
6/12/2024 2:00,872,5554,1644,1134,683,661,5046,-2,53,0,508,2024,6,12,2,0,2
6/11/2024 16:29,981,6864,2016,1048,658,580,5984,647,53,0,880,2024,6,11,16,29,1
6/11/2024 7:00,954,6108,1973,1146,685,826,5727,86,54,0,381,2024,6,11,7,0,1
6/10/2024 21:29,961,7508,2210,1188,670,1965,7049,-1,54,0,459,2024,6,10,21,29,0
6/10/2024 9:29,934,6594,1956,807,679,427,5426,562,56,0,1168,2024,6,10,9,29,0
6/9/2024 19:29,955,5843,2148,1082,685,1015,6062,126,47,0,-219,2024,6,9,19,29,6
6/9/2024 9:59,759,4760,1115,557,688,40,3818,610,49,0,943,2024,6,9,9,59,6
6/9/2024 0:29,936,5438,1998,745,684,187,4596,-2,48,0,841,2024,6,9,0,29,6
6/8/2024 14:59,746,5435,1734,613,683,227,4839,787,48,0,596,2024,6,8,14,59,5
6/8/2024 5:30,922,5056,1639,1142,679,98,4530,-2,50,0,526,2024,6,8,5,30,5
6/7/2024 19:59,1027,7064,2508,1012,677,605,5942,62,51,0,1123,2024,6,7,19,59,4
6/7/2024 8:38,1001,6331,1930,759,684,-4,4948,524,54,0,1383,2024,6,7,8,38,4
6/6/2024 23:08,1099,6447,2502,1183,671,83,5593,-2,54,0,855,2024,6,6,23,8,3
6/6/2024 13:38,965,5887,1686,875,670,77,5345,1022,50,0,542,2024,6,6,13,38,3
6/6/2024 4:09,955,5154,1637,1147,687,521,5000,-1,53,0,153,2024,6,6,4,9,3
6/5/2024 18:38,1062,6561,2553,1129,686,108,5902,312,53,0,659,2024,6,5,18,38,2
6/5/2024 9:08,902,6127,2104,753,686,360,5458,601,51,0,669,2024,6,5,9,8,2
6/4/2024 23:37,935,5962,2583,1189,679,143,5579,-2,50,0,383,2024,6,4,23,37,1
6/4/2024 14:08,948,6012,1985,999,677,347,5838,833,48,0,174,2024,6,4,14,8,1
6/4/2024 4:39,912,5167,1872,1138,680,480,5122,-2,42,0,45,2024,6,4,4,39,1
6/3/2024 19:08,955,6765,2442,1047,677,998,6233,75,39,0,532,2024,6,3,19,8,0
6/3/2024 8:16,924,6156,2144,762,693,23,4839,251,42,0,1317,2024,6,3,8,16,0
6/2/2024 22:47,754,5579,2055,737,689,1059,5330,-2,37,0,249,2024,6,2,22,47,6
6/2/2024 13:16,735,4095,1114,635,693,731,4784,830,46,0,-689,2024,6,2,13,16,6
6/2/2024 3:46,837,4574,1603,754,692,406,4341,-2,51,0,233,2024,6,2,3,46,6
6/1/2024 18:16,882,5449,1846,687,691,487,5047,406,47,0,402,2024,6,1,18,16,5
6/1/2024 8:30,929,5023,1882,758,694,122,4809,378,46,0,214,2024,6,1,8,30,5
5/31/2024 22:56,964,6156,2140,762,694,1147,5757,-2,52,0,399,2024,5,31,22,56,4
5/31/2024 13:16,848,5428,1580,699,682,251,5093,986,48,0,334,2024,5,31,13,16,4
5/31/2024 3:38,989,5029,1488,756,692,513,4485,-2,49,0,544,2024,5,31,3,38,4
5/30/2024 18:08,816,5929,2151,738,682,326,5178,407,56,0,751,2024,5,30,18,8,3
5/30/2024 5:59,1021,5279,1756,740,684,23,4278,4,50,0,1001,2024,5,30,5,59,3
5/29/2024 20:30,875,6700,2741,745,683,152,5247,9,42,0,1453,2024,5,29,20,30,2
5/29/2024 10:55,943,6171,1695,477,667,133,4601,633,45,0,1570,2024,5,29,10,55,2
5/29/2024 1:17,990,5305,1875,361,684,104,4058,-2,47,0,1247,2024,5,29,1,17,2
5/28/2024 15:38,782,5717,1345,307,687,260,4186,751,53,0,1530,2024,5,28,15,38,1
5/28/2024 5:59,988,5244,1551,359,685,303,3937,1,51,0,1307,2024,5,28,5,59,1
5/27/2024 20:30,1019,6687,2184,374,686,415,4735,6,52,0,1952,2024,5,27,20,30,0
5/27/2024 10:59,980,5847,1481,249,683,1352,5595,796,55,0,252,2024,5,27,10,59,0
5/27/2024 1:26,986,4685,1457,277,685,407,3862,-2,52,0,822,2024,5,27,1,26,0
5/26/2024 15:56,628,4004,1067,215,687,600,4259,1011,52,0,-255,2024,5,26,15,56,6
5/26/2024 6:25,690,4440,1505,273,686,730,3958,23,51,0,482,2024,5,26,6,25,6
5/25/2024 20:54,717,6194,2292,298,685,710,4754,0,53,0,1439,2024,5,25,20,54,5
5/25/2024 11:26,631,4837,1503,237,689,1658,5755,985,52,0,-918,2024,5,25,11,26,5
5/25/2024 1:54,937,5194,1696,244,684,962,4576,-1,54,0,618,2024,5,25,1,54,5
5/24/2024 16:20,854,5671,1561,290,684,1928,6219,846,55,0,-548,2024,5,24,16,20,4
5/24/2024 6:38,884,5561,1598,240,683,1330,4830,41,55,0,731,2024,5,24,6,38,4
5/23/2024 21:09,1059,6960,2266,313,682,177,4553,-2,54,0,2407,2024,5,23,21,9,3
5/23/2024 11:38,923,6293,1722,267,680,178,4380,555,55,0,1914,2024,5,23,11,38,3
5/23/2024 1:59,967,5185,1719,257,684,55,3729,-2,50,0,1456,2024,5,23,1,59,3
5/22/2024 16:25,859,5689,1166,614,649,434,4482,710,50,0,1207,2024,5,22,16,25,2
5/22/2024 6:29,978,5551,1532,598,697,283,4153,21,46,0,1398,2024,5,22,6,29,2
5/21/2024 21:00,993,6776,2208,661,690,566,5170,-1,52,0,1606,2024,5,21,21,0,1
5/21/2024 11:29,880,5112,1150,621,659,641,5066,1058,57,0,47,2024,5,21,11,29,1
5/21/2024 1:59,962,5181,1671,586,687,253,4211,-2,53,0,970,2024,5,21,1,59,1
5/20/2024 16:30,777,5933,1722,658,662,722,5214,618,54,0,719,2024,5,20,16,30,0
5/20/2024 6:59,618,5463,1524,660,691,545,4184,91,55,0,1279,2024,5,20,6,59,0
5/19/2024 21:29,629,6093,2578,700,683,735,5377,-2,52,0,717,2024,5,19,21,29,6
5/19/2024 11:59,663,4487,1749,247,690,355,4465,708,53,0,22,2024,5,19,11,59,6
5/19/2024 2:29,685,4822,1581,288,1361,365,4330,-2,52,0,492,2024,5,19,2,29,6
5/18/2024 16:59,638,5202,1452,244,1362,656,5081,682,47,0,121,2024,5,18,16,59,5
5/18/2024 1:49,675,5281,1920,262,1356,570,4829,-2,48,0,452,2024,5,18,1,49,5
5/17/2024 8:38,896,6656,2115,666,1365,430,5792,271,49,0,864,2024,5,17,8,38,4
5/16/2024 16:29,748,5613,1700,645,1318,268,5545,816,49,0,68,2024,5,16,16,29,3
5/16/2024 6:59,748,5768,1603,657,1363,356,4841,66,48,0,927,2024,5,16,6,59,3
5/15/2024 21:29,930,7219,2657,713,1353,349,6047,-1,43,0,1172,2024,5,15,21,29,2
5/15/2024 12:01,721,5472,1275,581,1318,248,5238,1051,44,0,234,2024,5,15,12,1,2
5/15/2024 2:29,663,5337,1476,702,1366,622,4873,-2,47,0,463,2024,5,15,2,29,2
5/14/2024 16:56,608,5710,1868,635,1303,628,5772,678,46,0,-62,2024,5,14,16,56,1
5/14/2024 7:26,599,6080,1907,644,1367,777,5481,139,49,0,599,2024,5,14,7,26,1
5/13/2024 21:55,638,6971,2824,675,1358,219,5760,-1,48,0,1211,2024,5,13,21,55,0
5/13/2024 12:08,570,5402,1653,215,1322,724,5483,943,55,0,-81,2024,5,13,12,8,0
5/13/2024 2:18,647,4695,1526,228,1360,232,4046,-2,55,0,649,2024,5,13,2,18,0
5/12/2024 10:59,575,4553,1279,198,1357,294,4395,633,56,0,157,2024,5,12,10,59,6
5/12/2024 1:25,682,4910,1573,256,1359,724,4651,-2,57,0,259,2024,5,12,1,25,6
5/11/2024 15:46,614,5084,2027,211,1354,176,5243,807,54,0,-159,2024,5,11,15,46,5
5/11/2024 6:09,673,4913,2198,295,1359,321,4905,2,57,0,9,2024,5,11,6,9,5
5/10/2024 20:38,641,6633,2562,514,1349,266,5385,0,53,0,1248,2024,5,10,20,38,4
5/10/2024 10:25,414,5352,1228,229,1290,1024,5072,830,58,0,280,2024,5,10,10,25,4
5/10/2024 0:55,539,5459,2427,295,1350,317,4977,-2,52,0,482,2024,5,10,0,55,4
5/9/2024 8:30,659,6684,2358,291,1350,740,5545,92,54,0,1138,2024,5,9,8,30,3
5/8/2024 23:00,623,6017,2225,443,1342,323,5003,-2,48,0,1014,2024,5,8,23,0,2
5/8/2024 13:29,655,6290,1928,458,1345,716,5672,512,53,0,617,2024,5,8,13,29,2
5/8/2024 3:59,642,4970,1533,396,1328,801,4752,-2,49,0,217,2024,5,8,3,59,2
5/7/2024 14:41,506,5211,1587,383,975,480,4770,795,42,0,441,2024,5,7,14,41,1
5/7/2024 5:07,436,4183,1310,375,941,871,3970,-2,40,0,213,2024,5,7,5,7,1
5/6/2024 19:29,495,4614,2379,391,667,1229,5294,91,41,0,-679,2024,5,6,19,29,0
5/6/2024 9:59,415,3427,1178,370,668,555,3997,767,44,0,-570,2024,5,6,9,59,0
5/6/2024 0:24,446,4261,1376,368,661,1534,4426,-2,45,0,-165,2024,5,6,0,24,0
5/5/2024 14:55,427,2953,682,346,660,95,3190,937,38,0,-238,2024,5,5,14,55,6
5/5/2024 5:08,503,4068,1463,426,662,107,3202,-2,44,0,866,2024,5,5,5,8,6
5/4/2024 19:38,503,5484,2430,395,664,1522,5613,51,46,0,-129,2024,5,4,19,38,5
5/4/2024 10:08,488,4764,2226,432,671,964,5460,631,44,0,-696,2024,5,4,10,8,5
5/4/2024 0:38,511,4781,2586,443,668,134,4383,-2,44,0,398,2024,5,4,0,38,5
5/3/2024 15:08,500,4749,1808,392,670,445,4292,433,44,0,457,2024,5,3,15,8,4
5/3/2024 5:39,511,4540,1719,391,668,336,3670,-3,48,0,870,2024,5,3,5,39,4
5/2/2024 19:56,531,5986,2842,395,660,147,4629,11,38,0,1357,2024,5,2,19,56,3
5/2/2024 10:08,449,5125,1783,388,629,795,4619,527,48,0,507,2024,5,2,10,8,3
5/2/2024 0:38,672,4969,2321,386,673,630,4726,-2,47,0,243,2024,5,2,0,38,3
5/1/2024 14:59,410,4682,1306,357,672,845,4354,719,44,0,328,2024,5,1,14,59,2
5/1/2024 5:29,553,4894,2100,414,675,1805,5591,-2,47,0,-697,2024,5,1,5,29,2
4/30/2024 19:59,671,6396,2842,447,1339,1303,6678,23,53,0,-282,2024,4,30,19,59,1
4/30/2024 10:29,641,6158,3068,425,1315,1768,7856,586,52,0,-1697,2024,4,30,10,29,1
4/30/2024 1:00,632,5274,2114,444,1361,1348,5949,-2,52,0,-675,2024,4,30,1,0,1
4/29/2024 15:29,598,5368,1508,393,1330,1804,6590,902,55,0,-1222,2024,4,29,15,29,0
4/29/2024 5:59,621,4942,1861,384,1387,1462,5761,-2,48,0,-819,2024,4,29,5,59,0
4/28/2024 20:29,642,5680,2390,394,1385,117,4980,-1,53,0,700,2024,4,28,20,29,6
4/28/2024 10:59,466,3753,1063,348,1386,648,4932,972,48,0,-1179,2024,4,28,10,59,6
4/28/2024 1:29,653,4953,1857,433,1383,141,4517,-2,52,0,436,2024,4,28,1,29,6
4/27/2024 15:59,496,4895,1398,350,1372,80,4567,819,52,0,328,2024,4,27,15,59,5
4/27/2024 6:30,648,5150,1786,451,1380,20,4340,4,52,0,810,2024,4,27,6,30,5
4/26/2024 20:59,653,7319,2689,429,1361,49,5232,0,52,0,2087,2024,4,26,20,59,4
4/26/2024 11:29,753,6015,2019,438,1358,468,6079,991,52,0,-64,2024,4,26,11,29,4
4/26/2024 1:59,698,5523,1561,383,1371,1212,5277,-2,54,0,245,2024,4,26,1,59,4
4/25/2024 16:29,691,6574,1936,397,1356,499,5265,332,54,0,1309,2024,4,25,16,29,3
4/25/2024 7:00,732,6149,1951,392,1393,199,4735,13,55,0,1414,2024,4,25,7,0,3
4/24/2024 21:29,763,7337,2429,455,1369,632,5704,-1,56,0,1633,2024,4,24,21,29,2
4/24/2024 12:00,835,6439,1717,403,1357,623,5718,724,56,0,721,2024,4,24,12,0,2
4/24/2024 2:29,744,5477,1694,454,1391,1785,6123,-1,56,0,-645,2024,4,24,2,29,2
4/23/2024 16:59,796,6978,3090,456,1389,1045,6996,163,58,0,-18,2024,4,23,16,59,1
4/23/2024 7:29,817,6803,2537,476,1391,296,5631,55,55,0,1172,2024,4,23,7,29,1
4/22/2024 22:00,705,7156,2782,482,1358,60,5444,-1,58,0,1713,2024,4,22,22,0,0
4/22/2024 12:30,676,6968,3293,459,1364,184,6452,419,56,0,516,2024,4,22,12,30,0
4/22/2024 2:59,673,4754,2168,466,1379,789,5526,-1,53,0,-772,2024,4,22,2,59,0
4/21/2024 17:29,743,4894,1255,383,1379,557,4794,417,60,0,100,2024,4,21,17,29,6
4/21/2024 7:59,738,4790,1852,417,1376,877,5492,169,63,0,-702,2024,4,21,7,59,6
4/20/2024 22:29,597,6255,2080,415,1383,2096,6631,-2,62,0,-376,2024,4,20,22,29,5
4/20/2024 12:59,691,5040,1733,397,1386,1424,6623,943,49,0,-1583,2024,4,20,12,59,5
4/20/2024 3:29,745,5201,2007,425,1376,197,4799,-2,51,0,402,2024,4,20,3,29,5
4/19/2024 17:59,735,6115,2408,417,1359,149,5503,389,45,0,612,2024,4,19,17,59,4
4/19/2024 8:29,807,6574,2258,475,1374,167,5478,362,53,0,1096,2024,4,19,8,29,4
4/18/2024 22:59,619,6312,2294,429,1366,1059,5817,-2,52,0,494,2024,4,18,22,59,3
4/18/2024 13:30,586,6463,1820,426,1357,1289,6130,602,52,0,333,2024,4,18,13,30,3
4/18/2024 3:59,763,5186,2044,464,1376,491,5186,-2,50,0,0,2024,4,18,3,59,3
4/17/2024 18:29,696,6730,2421,445,1370,1694,6742,60,55,0,-12,2024,4,17,18,29,2
4/17/2024 8:59,802,6792,2960,474,1384,320,6216,222,54,0,576,2024,4,17,8,59,2
4/16/2024 23:30,583,5953,2354,424,1389,1865,6637,-2,52,0,-684,2024,4,16,23,30,1
4/16/2024 13:59,712,5806,1941,422,1361,1330,6699,879,53,0,-893,2024,4,16,13,59,1
4/16/2024 4:30,718,5116,1569,416,1369,862,4984,0,51,0,132,2024,4,16,4,30,1
4/15/2024 18:59,772,6507,3267,464,1360,1145,7225,163,53,0,-719,2024,4,15,18,59,0
4/15/2024 9:29,664,6337,2393,425,1346,56,5552,611,56,0,786,2024,4,15,9,29,0
4/14/2024 23:59,468,5122,1950,393,1380,1618,5856,-2,48,0,-734,2024,4,14,23,59,6
4/14/2024 14:30,374,3943,728,324,1385,170,3987,955,51,0,-44,2024,4,14,14,30,6
4/14/2024 4:59,436,4524,1312,370,1386,162,3712,-3,50,0,812,2024,4,14,4,59,6
4/13/2024 19:30,581,5944,2192,366,1382,40,4644,35,48,0,1299,2024,4,13,19,30,5
4/13/2024 9:59,477,5065,1829,381,1385,73,4895,703,48,0,170,2024,4,13,9,59,5
4/13/2024 0:29,675,5429,2026,417,1392,627,5195,-2,59,0,234,2024,4,13,0,29,5
4/12/2024 14:59,470,5273,1250,372,1318,987,5449,994,59,0,-176,2024,4,12,14,59,4
4/12/2024 5:29,671,5463,1895,519,1392,1463,5998,-2,59,0,-534,2024,4,12,5,29,4
4/11/2024 20:00,688,6769,2773,550,1367,556,6007,8,59,0,762,2024,4,11,20,0,3
4/11/2024 9:31,503,6052,2130,466,1296,1251,6357,660,58,0,-305,2024,4,11,9,31,3
4/10/2024 23:55,645,5568,2410,493,1386,56,5042,-2,55,0,526,2024,4,10,23,55,2
4/10/2024 14:27,473,5222,1604,421,1372,318,5424,1173,62,0,-203,2024,4,10,14,27,2
4/10/2024 4:47,569,5184,1804,477,1378,115,4401,-2,61,0,784,2024,4,10,4,47,2
4/9/2024 19:16,473,6328,2490,462,1372,352,5263,53,61,0,1066,2024,4,9,19,16,1
4/9/2024 9:38,504,6123,2161,484,1353,112,5367,688,66,0,757,2024,4,9,9,38,1
4/9/2024 0:08,511,5510,2158,496,1363,245,4839,-2,61,0,670,2024,4,9,0,8,1
4/8/2024 14:38,480,5114,1569,436,1293,15,4887,1028,66,0,226,2024,4,8,14,38,0
4/8/2024 4:46,643,4740,1968,501,1386,95,4653,-2,62,0,87,2024,4,8,4,46,0
4/7/2024 18:56,607,5225,1598,494,1387,104,4364,112,61,0,861,2024,4,7,18,56,6
4/7/2024 9:08,514,4551,1321,449,1387,647,4801,420,64,0,-250,2024,4,7,9,8,6
4/6/2024 21:58,569,6347,2419,500,1392,1166,6108,-1,63,0,239,2024,4,6,21,58,5
4/6/2024 7:38,609,5418,2377,496,1381,18,4992,47,64,0,425,2024,4,6,7,38,5
4/5/2024 12:59,517,5527,1793,480,1298,52,5173,975,58,0,353,2024,4,5,12,59,4
4/5/2024 2:16,563,5249,1840,545,1374,324,4702,-2,58,0,546,2024,4,5,2,16,4
4/4/2024 16:46,633,6015,2203,570,1307,151,5392,469,60,0,623,2024,4,4,16,46,3
4/4/2024 6:38,618,5939,2368,570,1389,116,5123,-2,64,0,817,2024,4,4,6,38,3
4/3/2024 21:08,629,7189,2714,579,1381,1017,6385,-1,66,0,804,2024,4,3,21,8,2
4/3/2024 11:29,517,5444,1853,546,1347,497,5819,997,63,0,-375,2024,4,3,11,29,2
4/3/2024 1:59,600,5152,2011,588,1397,628,5287,-1,63,0,-135,2024,4,3,1,59,2
4/2/2024 16:29,491,5574,1270,538,1391,1775,6222,688,68,0,-648,2024,4,2,16,29,1
4/2/2024 6:38,539,5592,1926,555,1394,657,5138,-1,67,0,453,2024,4,2,6,38,1
4/1/2024 21:08,629,6929,2462,592,1368,949,6064,-1,64,0,864,2024,4,1,21,8,0
4/1/2024 11:38,519,5443,1688,530,1360,192,5204,851,64,0,239,2024,4,1,11,38,0
4/1/2024 2:08,558,4624,1658,624,1393,794,5086,-2,61,0,-462,2024,4,1,2,8,0
3/31/2024 10:08,459,4526,1153,982,1389,114,4740,579,65,0,-214,2024,3,31,10,8,6
3/30/2024 23:38,507,5390,1903,1082,1393,1706,6655,0,64,0,-1265,2024,3,30,23,38,5
3/30/2024 13:17,439,4682,1034,1007,1396,1527,6557,1088,66,0,-1875,2024,3,30,13,17,5
3/30/2024 1:29,452,5301,1702,1160,1386,382,5145,-2,65,0,155,2024,3,30,1,29,5
3/29/2024 13:26,539,5288,1276,1009,1369,1204,6590,1126,68,0,-1302,2024,3,29,13,26,4
3/29/2024 3:55,631,5351,1513,1155,1386,1000,5748,-2,66,0,-397,2024,3,29,3,55,4
3/28/2024 18:25,645,6888,2252,1452,1364,1666,7471,21,70,0,-583,2024,3,28,18,25,3
3/28/2024 8:57,634,7273,2472,1366,1386,1694,7795,174,69,0,-522,2024,3,28,8,57,3
3/27/2024 23:26,649,6156,2203,1655,1378,1988,7943,-2,69,0,-1786,2024,3,27,23,26,2
3/27/2024 13:56,533,6132,1420,1251,1343,2316,7789,855,70,0,-1657,2024,3,27,13,56,2
3/27/2024 4:26,627,5449,1697,1549,1388,1569,6894,-1,66,0,-1445,2024,3,27,4,26,2
3/26/2024 18:56,658,7401,2425,1664,1386,249,6465,-1,68,0,936,2024,3,26,18,56,1
3/26/2024 9:25,558,6534,2050,1302,1384,859,7083,860,70,0,-549,2024,3,26,9,25,1
3/25/2024 23:56,615,6004,2113,1666,1370,2152,7982,-1,67,0,-1978,2024,3,25,23,56,0
3/25/2024 14:25,515,6243,1224,1463,1332,2536,7958,820,68,0,-1715,2024,3,25,14,25,0
3/25/2024 4:55,631,5107,1672,1655,1394,1393,6809,-2,66,0,-1703,2024,3,25,4,55,0
3/24/2024 19:17,633,6578,2719,1232,1398,867,6914,-2,67,0,-336,2024,3,24,19,17,6
3/24/2024 9:46,545,4974,862,1080,1398,632,5158,575,67,0,-185,2024,3,24,9,46,6
3/24/2024 0:17,625,5365,1477,1174,1402,1884,6625,-2,67,0,-1261,2024,3,24,0,17,6
3/23/2024 14:46,668,4938,1083,1037,1400,346,5474,871,65,0,-537,2024,3,23,14,46,5
3/23/2024 5:16,758,5575,1733,1265,1384,164,5370,-1,67,0,205,2024,3,23,5,16,5
3/22/2024 19:47,886,7704,3154,1675,1377,31,7185,-1,61,0,519,2024,3,22,19,47,4
3/22/2024 10:17,798,6636,2099,1294,1329,344,6722,792,66,0,-86,2024,3,22,10,17,4
3/22/2024 0:47,857,5925,1802,1697,1380,412,6206,-2,59,0,-281,2024,3,22,0,47,4
3/21/2024 15:16,766,6321,1806,1390,1334,798,7032,868,69,0,-710,2024,3,21,15,16,3
3/21/2024 5:46,878,5984,2176,1653,1400,466,6637,-1,65,0,-654,2024,3,21,5,46,3
3/20/2024 20:17,861,7822,2870,1686,1384,578,7446,-1,67,0,377,2024,3,20,20,17,2
3/20/2024 10:47,649,6498,1327,1593,1394,1364,7301,902,66,0,-803,2024,3,20,10,47,2
3/20/2024 1:16,727,5756,1999,1618,1397,767,6571,-1,64,0,-815,2024,3,20,1,16,2
3/19/2024 15:46,858,6958,2361,1677,1383,281,7007,381,66,0,-49,2024,3,19,15,46,1
3/19/2024 6:17,816,6307,1961,1578,1394,613,6425,-1,66,0,-119,2024,3,19,6,17,1
3/18/2024 19:29,776,7835,2722,1686,1368,194,6815,-1,67,0,1020,2024,3,18,19,29,0
3/18/2024 9:59,672,7061,2245,1649,1313,355,6855,556,66,0,205,2024,3,18,9,59,0
3/18/2024 0:29,738,5258,1703,1213,1398,877,5996,-1,68,0,-738,2024,3,18,0,29,0
3/17/2024 14:59,671,4851,1899,1164,1397,534,6357,635,58,0,-1506,2024,3,17,14,59,6
3/17/2024 5:29,735,5273,1781,1219,1394,121,5311,2,58,0,-38,2024,3,17,5,29,6
3/16/2024 19:59,847,7215,2723,1671,1394,63,6757,-1,59,0,458,2024,3,16,19,59,5
3/16/2024 10:29,656,5873,1991,1569,1395,41,6473,764,58,0,-600,2024,3,16,10,29,5
3/16/2024 0:59,720,5825,1849,1695,1384,81,5785,-1,58,0,40,2024,3,16,0,59,5
3/15/2024 15:29,782,6915,2411,1629,1360,362,6897,294,59,0,18,2024,3,15,15,29,4
3/15/2024 5:59,797,6128,2115,1678,1400,367,6415,-1,58,0,-287,2024,3,15,5,59,4
3/14/2024 20:29,952,7740,2698,1711,1369,590,7378,-1,59,0,363,2024,3,14,20,29,3
3/14/2024 10:59,777,7437,2133,1603,1348,805,7062,339,57,0,375,2024,3,14,10,59,3
3/14/2024 1:29,793,5849,1623,1615,1386,864,6336,-1,58,0,-488,2024,3,14,1,29,3
3/13/2024 15:59,811,7366,2118,1694,1345,356,6510,129,56,0,856,2024,3,13,15,59,2
3/13/2024 6:29,771,6358,1572,1640,1389,93,5512,-1,48,0,846,2024,3,13,6,29,2
3/12/2024 21:00,814,7449,2570,1719,1385,676,7212,-1,49,0,237,2024,3,12,21,0,1
3/12/2024 11:29,809,7660,2238,1580,1382,2427,8686,200,50,0,-1025,2024,3,12,11,29,1
3/12/2024 1:59,810,5637,1191,1587,1371,2346,7351,-1,47,0,-1714,2024,3,12,1,59,1
3/11/2024 16:29,877,7292,2071,1323,1322,2641,8377,102,41,0,-1084,2024,3,11,16,29,0
3/11/2024 6:59,758,6422,1931,1288,1394,1411,6819,8,29,0,-396,2024,3,11,6,59,0
3/10/2024 21:29,723,6412,1980,1258,1400,1758,7146,-1,29,0,-734,2024,3,10,21,29,6
3/10/2024 12:00,662,4790,1357,1217,1403,578,5987,741,29,0,-1197,2024,3,10,12,0,6
3/10/2024 2:30,753,5198,1380,1239,1399,388,5186,-2,29,0,12,2024,3,10,2,30,6
3/9/2024 16:59,695,6112,1767,1253,1401,75,5496,269,36,0,616,2024,3,9,16,59,5
3/9/2024 7:29,749,6024,1839,1266,1399,123,5460,49,37,0,564,2024,3,9,7,29,5
3/8/2024 21:59,736,7148,2553,1697,1380,42,6444,-1,38,0,704,2024,3,8,21,59,4
3/8/2024 12:30,745,7222,2183,1694,1358,392,6841,426,37,0,380,2024,3,8,12,30,4
3/8/2024 2:59,748,5693,1498,1653,1400,598,5935,0,38,0,-242,2024,3,8,2,59,4
3/7/2024 17:29,761,7457,2397,1725,1335,374,6684,27,58,0,774,2024,3,7,17,29,3
3/7/2024 7:59,683,7451,2379,1686,1380,786,7048,74,61,0,403,2024,3,7,7,59,3
3/6/2024 22:29,757,6768,2361,1683,1374,116,6347,-1,57,0,421,2024,3,6,22,29,2
3/6/2024 13:00,738,7005,1910,1651,1374,227,6315,361,54,0,690,2024,3,6,13,0,2
3/6/2024 2:29,758,5595,1556,1628,1381,322,5697,-1,53,0,-102,2024,3,6,2,29,2
3/5/2024 16:59,653,6826,2350,1638,1369,610,6880,204,57,0,-53,2024,3,5,16,59,1
